abilities,advances_from,advances_to,alignment,cost,hp,unit,level,moves,xp,description,unit_page,unit_id
‒,‒,‒,neutral,19,23,fire_guardian,1,6,50,"Fire Guardians are spirits of smoke and flame. No one is exactly sure where they come from, but they are occasionally summoned by powerful mages to do their bidding. When not being controlled they like to frolic in pools of lava and take great delight in burning anything they can reach.",https://units.wesnoth.org/1.14/mainline/en_US/Fire%20Guardian.html,173
‒,‒,‒,chaotic,6,15,giant_rat,0,4,25,"Much larger than the common rats which often inhabit major cities, these vermin can injure an unarmed civilian, and can prove frustratingly elusive on any footing. While notably aggressive at night, these creatures do not pose much of a threat to any serious fighter.",https://units.wesnoth.org/1.14/mainline/en_US/Giant%20Rat.html,174
‒,‒,giant_scorpion,neutral,10,24,giant_scorpling,0,6,20,"One of the most potent known venoms is that of the monstrous scorpions of the frontier. Fetching a high price by assassins and apothecaries alike, this venom is often seen as a quick way to make coin, alluring bold hunters to venture into the wilderness to harvest it. However, even in a juvenile state, these scorpions can deliver deadly stings and are faster than most men. What's worse is that they can live in rather large nests, and angering a seemingly lone scorpion can lead to swarms of them crawling up from the ground — quickly turning the hunter into the hunted.
Special Notes: The victims of this unit’s poison will continually take damage until they can be cured in town or by a unit which cures.",https://units.wesnoth.org/1.14/mainline/en_US/Giant%20Scorpling.html,175
‒,giant_scorpling,‒,neutral,22,40,giant_scorpion,1,8,50,"A normal scorpion is dangerous enough — the deadliness of one the size of a man needs little explanation.
Special Notes: The victims of this unit’s poison will continually take damage until they can be cured in town or by a unit which cures.",https://units.wesnoth.org/1.14/mainline/en_US/Giant%20Scorpion.html,176
‒,‒,‒,chaotic,55,54,giant_spider,3,6,150,"Giant Spiders are said to roam the depths of Knalga, devouring many victims. They have a vicious bite, made worse by the fact that it is poisoned, and can also fling webs through the air to trap their prey.
Special Notes: The victims of this unit’s poison will continually take damage until they can be cured in town or by a unit which cures. This unit is able to slow its enemies, halving their movement speed and attack damage until they end a turn.",https://units.wesnoth.org/1.14/mainline/en_US/Giant%20Spider.html,177
‒,‒,giant_mudcrawler,neutral,5,20,mudcrawler,0,3,18,"Simple beings conjured up from soil and water, Mudcrawlers fend for themselves by spitting globs of mud with surprising force. Even though they are slow, fragile, and vulnerable to fire, their quick and easy creation, along with their resistance to a common citizen’s improvised blunt weaponry, makes them the tool of choice for ambitious but inexperienced summoners.",https://units.wesnoth.org/1.14/mainline/en_US/Mudcrawler.html,178
‒,mudcrawler,‒,neutral,16,36,giant_mudcrawler,1,4,50,"More resilient than their smaller counterparts, these golems of mud are much more capable of putting up a fight with a proper soldier even with their crude arms, and are more mobile to boot. Coming about from more powerful conjurers seeking an efficient way to harass civilians and armies, these can also be seen roaming the wild from time to time, their earthy composition making them immune to wildlife that rely on poison to fight.",https://units.wesnoth.org/1.14/mainline/en_US/Giant%20Mudcrawler.html,179
‒,‒,‒,chaotic,40,85,sea_serpent,3,8,150,"Sea Serpents incite fear and awe in fishermen and sailors, figuring often in folklore as wrathful deities of the sea. Capable of destroying ships effortlessly, and possessed of seemingly endless strength and vitality, these elusive leviathans are destructive and relentless to any who try to combat them. Generally living in the deep seas, Sea Serpents are imposing even to the elite merfolk warriors, and are the reason they seldom inhabit waters far from the shore.",https://units.wesnoth.org/1.14/mainline/en_US/Sea%20Serpent.html,180
regenerates,‒,‒,chaotic,12,25,tentacle_of_the_deep,1,2,50,"These tendrils are the appendages of some greater monster that lurks below the waves. They are obviously incapable of venturing far from the water, and not very threatening individually in spite of their ability to mend injuries swiftly. Many are understandably hesitant to approach, though, for fear of being caught and dragged underwater to face whatever beast the tentacles are attached to.
Special Notes: This unit regenerates, which allows it to heal as though always stationed in a village.",https://units.wesnoth.org/1.14/mainline/en_US/Tentacle%20of%20the%20Deep.html,181
‒,‒,‒,chaotic,26,50,water_serpent,2,7,100,"Scholars differ as to the ancestry of the Water Serpent. Some hold that they are the immature young, or mature cousins, of Sea Serpents. Others hold them up as a primitive offshoot of the Nagas. What is certain is that it is wise to avoid waters where they are known to congregate.
Special Notes: The victims of this unit’s poison will continually take damage until they can be cured in town or by a unit which cures.",https://units.wesnoth.org/1.14/mainline/en_US/Water%20Serpent.html,182
‒,‒,‒,neutral,80,142,yeti,4,5,200,"Little is known about Yetis, ape-like creatures said to live in remote and snow-covered mountains. Few profess to have seen one, and their existence is doubted by many. Most accounts agree on several factors though — while slow and simple-minded, yetis are extremely resilient, and can kill any they encounter with their bare fists. This is enough to keep even the doubtful from venturing too far onto the mountains they are said to inhabit.",https://units.wesnoth.org/1.14/mainline/en_US/Yeti.html,183
‒,‒,naga_warrior,neutral,14,33,naga_fighter,1,7,32,"The serpentine naga are one of the few races capable of any meaningful mobility in water, giving them mastery of a whole world effectively forbidden to land dwellers. Still, they are not true creatures of the sea, and their inability to breathe water leaves them in trepidation of the abyss. They are small, and somewhat frail in form, but often much more nimble than their opponents.",https://units.wesnoth.org/1.14/mainline/en_US/Naga%20Fighter.html,184
‒,naga_fighter,naga_myrmidon,neutral,27,43,naga_warrior,2,7,66,"The young warriors of the naga aspire to the day when they merit their second blade. Their martial practice of using twin blades is wholly unlike that of the Orcs and other races, for they have begun to learn the art of using their serpentine form to best effect, twisting and turning to dodge from blows. This makes them potent on land, but the friction of water greatly impedes the technique.",https://units.wesnoth.org/1.14/mainline/en_US/Naga%20Warrior.html,185
‒,naga_warrior,‒,neutral,48,49,naga_myrmidon,3,7,150,"The most practiced of the naga blademasters are initiated into the caste of the Myrmidon, masters of their twin-bladed art. They strike as fast as the snakes which they resemble, and dance away from attacks with grace. Not only are they potent enemies on any open terrain, but their ability to swim allows them deadly mobility in water.",https://units.wesnoth.org/1.14/mainline/en_US/Naga%20Myrmidon.html,186
‒,‒,ogre,neutral,15,42,young_ogre,1,5,32,"When still young, Ogres are sometimes captured and taken into armies to be trained. They cannot manage weapons skillfully, but they compensate for that lack with great strength.",https://units.wesnoth.org/1.14/mainline/en_US/Young%20Ogre.html,187
‒,young_ogre,‒,neutral,33,68,ogre,2,5,100,"Ogres are giant creatures that usually live alone in the wilderness, remarkably similar to humans in form, though large and misshapen. While they can be easily outrun or outsmarted, their strength is not to be underestimated.",https://units.wesnoth.org/1.14/mainline/en_US/Ogre.html,188
‒,‒,orcish_crossbowman,chaotic,14,32,orcish_archer,1,5,30,"Amongst orcs, bows are often regarded as a cowardly weapon; but even orcs, especially youths and those of slight build, are pragmatic enough to use them in spite of this. Orcish archers are seldom well equipped, and have no semblance of training. Even as poorly handled as they are, their weapons can still be quite deadly, and the wielders thereof rarely march alone.",https://units.wesnoth.org/1.14/mainline/en_US/Orcish%20Archer.html,189
‒,orcish_archer,orcish_slurbow,chaotic,26,43,orcish_crossbowman,2,5,80,"Orcish crossbows are crude imitations of human or dwarvish design; a crossbow of any make, though, is a fairly potent device. The orcs privileged enough to wield them are capable warriors, and what they lack in finesse, they make up for in numbers.",https://units.wesnoth.org/1.14/mainline/en_US/Orcish%20Crossbowman.html,190
‒,orcish_crossbowman,‒,chaotic,43,56,orcish_slurbow,3,5,150,"The basic design of a crossbow gives rise to the arbalest or ‘slurbow’; a much more intricate device, complete with a hand-turned cranequin to re-cock the weapon, and often with a multi-ply arc, of laminate wood or bone, driving the projectile. Such a device is much easier to work with, and much more powerful than simpler crossbows; it is also completely beyond orcish manufacture.
Orcs prize any such weapons they can manage to plunder, and they invariably end up in the hands of their strongest and most cunning archers.",https://units.wesnoth.org/1.14/mainline/en_US/Orcish%20Slurbow.html,191
‒,‒,orcish_slayer,chaotic,17,26,orcish_assassin,1,6,34,"Though some consider it cowardly to use, poison is a weapon favored by orcs, especially those weak of frame. Orcish assassins, who use it on throwing knives, are typically frail by orcish standards, although surprisingly nimble. Though rarely the ones who deal the killing blow, their tactics are a considerable aid to their larger and more brutal kin.
Special Notes: This unit’s marksmanship gives it a high chance of hitting targeted enemies, but only on the attack. The victims of this unit’s poison will continually take damage until they can be cured in town or by a unit which cures.",https://units.wesnoth.org/1.14/mainline/en_US/Orcish%20Assassin.html,192
‒,orcish_assassin,‒,chaotic,33,36,orcish_slayer,2,6,100,"The larger or more skilled orcish assassins are called ‘Slayers’ by their enemies. Slayers are fast on their feet, and quite nimble in combat, although they achieve that end by forgoing armor. Their weapon of choice, poison, is a vicious tool, and its common use on the battlefield is often the real cause of orcish supremacy.
Special Notes: This unit’s marksmanship gives it a high chance of hitting targeted enemies, but only on the attack. The victims of this unit’s poison will continually take damage until they can be cured in town or by a unit which cures.",https://units.wesnoth.org/1.14/mainline/en_US/Orcish%20Slayer.html,193
‒,‒,orcish_warrior,chaotic,12,38,orcish_grunt,1,5,42,"Orcish Grunts are the mainstay of the orcish forces, made up of the biggest and strongest orcs the clan can muster, given the most basic of equipment and thrown into the field. Even these basic recruits can be dangerous, as the larger orcs are naturally strong and can survive many injuries before falling. What makes an orcish horde most threatening, however, is the sheer numbers in which these fighters can be fielded.",https://units.wesnoth.org/1.14/mainline/en_US/Orcish%20Grunt.html,194
‒,orcish_grunt,orcish_warlord,chaotic,26,58,orcish_warrior,2,5,60,"Orcish Warriors are those orcs who have proved their strength on the battlefield, choosing to display their skill by fighting with a sword in each hand. Their prowess in battle has gained them the respect of other orcs, and they will typically be seen ordering lesser bands of raiders. Despite their position, they rarely possess the commanding skills held by the leaders of other armies.",https://units.wesnoth.org/1.14/mainline/en_US/Orcish%20Warrior.html,195
‒,orcish_warrior,‒,chaotic,48,78,orcish_warlord,3,5,150,"In a race where might is the be-all end-all of supremacy and respect, the orcs who achieve victory time and time again become the rulers of much greater orcish tribes. Wearing the most ornate armor they plunder from their enemies, the Orcish Warlords are true champions of battle, their mastery of the blade able to match even the finest from vaunted elvish and human schools of swordsmen. They even have practice with the bow, their usage of this ordinarily cowardly weapon offset by the sheer admiration their warriors have for them. However, the Warlords lack the insight for strategy and leading charisma of some of the more cunning orcs, and so the hordes they lead often fall simply due to their inability to truly lead.",https://units.wesnoth.org/1.14/mainline/en_US/Orcish%20Warlord.html,196
leadership,‒,orcish_ruler,chaotic,20,45,orcish_leader,1,6,60,"Unusually cunning orcs tend to find themselves as the leaders of warrior bands. They carry a crossbow out of necessity, but are much more skilled with the sword. These orcs are powerful fighters, but they also have a certain rapport with their kin, especially goblins, and can inspire them to fight with uncharacteristic boldness.
Special Notes: The leadership of this unit enables adjacent units of the same side to deal more damage in combat, though this only applies to units of lower level.",https://units.wesnoth.org/1.14/mainline/en_US/Orcish%20Leader.html,197
leadership,orcish_leader,orcish_sovereign,chaotic,35,60,orcish_ruler,2,6,120,"Any orc who can keep a large tribe from feuding and in-fighting is often unusually intelligent and commanding, and is inevitably very strong as well. They are skilled with both sword and crossbow, but their real talent lies in their rare ability to rally other orcs to battle, to give orders that are followed not out of fear, but loyalty.
Special Notes: The leadership of this unit enables adjacent units of the same side to deal more damage in combat, though this only applies to units of lower level.",https://units.wesnoth.org/1.14/mainline/en_US/Orcish%20Ruler.html,198
leadership,orcish_ruler,‒,chaotic,50,75,orcish_sovereign,3,6,150,"From time to time, an orc will arise who has a natural charisma and command over his ilk. If he is also strong and cunning enough to survive early leadership struggles, he will inevitably find himself leading a great horde of warriors, and he will also inevitably cause a great deal of trouble for the civilized races of the world. The surest way to disperse such a host is to slay this rare orc who can hold it together.
Special Notes: The leadership of this unit enables adjacent units of the same side to deal more damage in combat, though this only applies to units of lower level.",https://units.wesnoth.org/1.14/mainline/en_US/Orcish%20Sovereign.html,199
‒,‒,‒,chaotic,43,48,orcish_nightblade,3,6,150,"A blade in the dark, dripping with poison — for many orcish warlords the last thing they see. Due to their high fees, orcish nightblades specialize in “resolving internal conflicts” and are rarely seen on the battlefield. Practice makes perfect, and few can rival them in that regard: they have long lost count of their victims, though that admittedly isn’t too hard for an orc with only ten fingers.
Special Notes: This unit’s marksmanship gives it a high chance of hitting targeted enemies, but only on the attack. The victims of this unit’s poison will continually take damage until they can be cured in town or by a unit which cures.",https://units.wesnoth.org/1.14/mainline/en_US/Orcish%20Nightblade.html,200
heals++4,‒,"saurian_oracle,saurian_soothsayer",chaotic,16,22,saurian_augur,1,6,28,"Saurians have some knowledge of what men call sorcery, but their practice of it reeks of augury and black magic. It is little understood, but rightly regarded with fear by those against whom it is used.
Special Notes: This unit has magical attacks, which always have a high chance of hitting an opponent. This unit is capable of basic healing.",https://units.wesnoth.org/1.14/mainline/en_US/Saurian%20Augur.html,201
heals++4,saurian_augur,‒,chaotic,27,29,saurian_oracle,2,6,100,"Certain saurians are seen dressed in arcane regalia and covered head to toe in horrifying, esoteric shapes and markings, both with paint and tattoo. Some suspect them to be visionaries, or oracles amongst their ilk. But whatever ‘societal’ function they may have, they are undeniably powerful in the strange magics their kind possess, and are beings to be wary of if ever seen.
Special Notes: This unit has magical attacks, which always have a high chance of hitting an opponent. This unit is capable of basic healing.",https://units.wesnoth.org/1.14/mainline/en_US/Saurian%20Oracle.html,202
"cures,heals++8",saurian_augur,‒,chaotic,27,29,saurian_soothsayer,2,6,100,"Saurians are known to have some strange skills, arts bordering on the magical and mysterious. It is clear that some of them are particularly skilled at a sort of medicine, which is of great benefit whenever battle is brought against them.
Special Notes: This unit has magical attacks, which always have a high chance of hitting an opponent. This unit is capable of healing those around it, and curing them of poison.",https://units.wesnoth.org/1.14/mainline/en_US/Saurian%20Soothsayer.html,203
skirmisher,‒,saurian_ambusher,chaotic,15,26,saurian_skirmisher,1,6,32,"Saurians are very small of frame, and though they are somewhat frail because of this, they are very, very agile. In combat, their size allows them to dart past defenses that would hold any grown man at bay, making them a tricky foe to deal with.
Spears are their preferred weapon, as their powerful hind legs can drive a spear with enough force to do considerable damage, either in hand or thrown.
Special Notes: This unit’s skill at skirmishing allows it to ignore enemies’ zones of control and thus move unhindered around them.",https://units.wesnoth.org/1.14/mainline/en_US/Saurian%20Skirmisher.html,204
skirmisher,saurian_skirmisher,saurian_flanker,chaotic,30,36,saurian_ambusher,2,7,55,"Saurians are light on their feet, and able at navigating terrain that often confounds their enemies. When this natural mobility is combined with experience, strength, and proper equipment, their warriors can become particularly threatening in battle — if only because they are so much more difficult to confine than other foes. Even in armor, saurian warriors can take advantage of the smallest gap in an enemy line, and have the prowess to make the enemy regret tactical mistakes.
Special Notes: This unit’s skill at skirmishing allows it to ignore enemies’ zones of control and thus move unhindered around them.",https://units.wesnoth.org/1.14/mainline/en_US/Saurian%20Ambusher.html,205
skirmisher,saurian_ambusher,‒,chaotic,46,47,saurian_flanker,3,7,150,"Saurian warriors are generally weaker in frame than their elven or human counterparts. This is of course a relative term, and they can still become considerably powerful, whilst losing none of their natural mobility. This is very dangerous in combat, as a careless enemy can soon find their support troops flanked by these creatures.
Special Notes: This unit’s skill at skirmishing allows it to ignore enemies’ zones of control and thus move unhindered around them.",https://units.wesnoth.org/1.14/mainline/en_US/Saurian%20Flanker.html,206
regenerates,‒,great_troll,chaotic,30,60,troll_hero,2,5,52,"Some trolls are born with an exceptional share of the strength and vitality that characterizes their race. In a society where might makes right, those of their ilk revere them as heroes.
Special Notes: This unit regenerates, which allows it to heal as though always stationed in a village.",https://units.wesnoth.org/1.14/mainline/en_US/Troll%20Hero.html,207
regenerates,troll_hero,‒,chaotic,48,80,great_troll,3,5,150,"When a troll, gifted with abnormal strength of life, matches that with age and wisdom, it becomes something extraordinary, a beast remembered for generations. Their feats of strength and cunning are the source of most tales about trolls, and to see the stories made flesh does nothing to diminish their grandeur.
Special Notes: This unit regenerates, which allows it to heal as though always stationed in a village.",https://units.wesnoth.org/1.14/mainline/en_US/Great%20Troll.html,208
regenerates,‒,‒,chaotic,32,50,troll_shaman,2,5,100,"Troll shamans are the mystical leaders of the trolls. Though not as strong or tough as other trolls, their true power lies in their fire magic, which they use to blast enemies with gouts of flame.
Special Notes: This unit regenerates, which allows it to heal as though always stationed in a village. This unit has magical attacks, which always have a high chance of hitting an opponent.",https://units.wesnoth.org/1.14/mainline/en_US/Troll%20Shaman.html,209
regenerates,‒,"troll,troll_rocklobber",chaotic,13,42,troll_whelp,1,4,36,"Describing a troll as a whelp is something of an oxymoron, given that their bodies are already much hardier than that of a grown man. They are clumsy and not yet capable of walking properly, forced instead to shamble about on all fours, but any difficulty this causes them is more than made up for by the raw strength of their race.
Special Notes: This unit regenerates, which allows it to heal as though always stationed in a village.",https://units.wesnoth.org/1.14/mainline/en_US/Troll%20Whelp.html,210
regenerates,troll_whelp,troll_warrior,chaotic,29,55,troll,2,5,66,"Trolls have long troubled the thoughts of humanity and dwarf-kind. Sages remain baffled at the origins of these creatures and the driving force behind their unnatural vitality and strength. A fully-grown troll towers above a man, and, even unarmed, would be a great threat in combat. The large clubs typically favored in fighting act as extensions of their arms, used for the same purpose of mauling their prey into submission.
Special Notes: This unit regenerates, which allows it to heal as though always stationed in a village.",https://units.wesnoth.org/1.14/mainline/en_US/Troll.html,211
regenerates,troll,‒,chaotic,44,70,troll_warrior,3,5,150,"Trolls typically neither need nor prefer to use any proper armament in combat, as large ‘sticks and stones’ serve them all too well. However, trolls have been seen on numerous occasions clad in rough-shod armor and bearing metal hammers. It is speculated that orcish allies are the source and crafters of these; expeditions into several forcibly-vacated troll holes have shown little evidence of tool use, and certainly no metalworking of any kind. Given how dangerous a troll is with its bare hands, the thought of a troll with proper armament is entirely unsettling.
Special Notes: This unit regenerates, which allows it to heal as though always stationed in a village.",https://units.wesnoth.org/1.14/mainline/en_US/Troll%20Warrior.html,212
regenerates,troll_whelp,‒,chaotic,29,49,troll_rocklobber,2,5,100,"The thought of throwing a boulder in combat has certainly occurred to many trolls, and some have taken to them as a weapon of choice. Because stones well-shaped to fly true are not always easy to find, Rocklobbers have taken to carrying them in sacks slung over their shoulders. The same leather out of which the sack is formed is easily adapted to a crude sling.
Special Notes: This unit regenerates, which allows it to heal as though always stationed in a village.",https://units.wesnoth.org/1.14/mainline/en_US/Troll%20Rocklobber.html,213
submerge,‒,‒,chaotic,100,80,ancient_lich,4,6,200,"A lich that accrues enough power over its newfound immortal lifespan becomes one who can stain souls with despair and sow ruin across the world. Invariably in command of a nigh-limitless horde of risen warriors and undead monsters, a lich of this order has a mastery of dark sorcery that can bring dread to the most storied magi of human and elven kind. Such a figure usually marks a dark and bloody chapter in history, and in those times of need, it is only through the tireless efforts of the most valiant heroes that the rise of an Ancient Lich has not led to the shadows ruling the world for the rest of time.
Special Notes: This unit has magical attacks, which always have a high chance of hitting an opponent. During battle, this unit can drain life from victims to renew its own health. This unit’s arcane attack deals tremendous damage to magical creatures, and even some to mundane creatures. This unit can move unseen in deep water, requiring no air from the surface.",https://units.wesnoth.org/1.14/mainline/en_US/Ancient%20Lich.html,214
submerge,‒,‒,chaotic,38,45,chocobone,2,9,100,"Riding the bones of ostrich-like large birds once used as mounts by a lost civilization, the skeletal Chocobones can move faster than most cavalry units.
Special Notes: This unit can move unseen in deep water, requiring no air from the surface. Using a charging attack doubles both damage dealt and received; this does not affect defensive retaliation. This unit has a defense cap on certain terrain types — it cannot achieve a higher defense rating on mixed terrains with such terrain types.",https://units.wesnoth.org/1.14/mainline/en_US/Chocobone.html,215
"leadership,submerge",‒,‒,chaotic,45,63,death_knight,3,5,150,"Tales are told of the mightiest warriors and generals, who, cursed with hate and stung by betrayal, have come back to this world as Death Knights. Wielding the same weapons as in life, they command the Undead in their quest for revenge.
Special Notes: The leadership of this unit enables adjacent units of the same side to deal more damage in combat, though this only applies to units of lower level. This unit can move unseen in deep water, requiring no air from the surface.",https://units.wesnoth.org/1.14/mainline/en_US/Death%20Knight.html,216
‒,‒,"wraith,shadow",chaotic,20,18,ghost,1,7,30,"Enslaved within a shroud of enchantments, a trapped spirit may be likened to the wind in the sails of a ship. This damned vessel becomes an unfailing servant which can be bound to whatever task their master sees fit.
Special Notes: During battle, this unit can drain life from victims to renew its own health. Spirits have very unusual resistances to damage, and move quite slowly over open water. This unit’s arcane attack deals tremendous damage to magical creatures, and even some to mundane creatures.",https://units.wesnoth.org/1.14/mainline/en_US/Ghost.html,217
"nightstalk,skirmisher",ghost,nightgaunt,chaotic,38,24,shadow,2,7,100,"When light came into the world and gave form to the unknown, fear was forced to retreat into darkness. Since that day, the shadows of the world have held terror for humanity, though it knows not why.
That is a question which is easily answered by a necromancer.
Special Notes: If there is an enemy of the target on the opposite side of the target while attacking it, this unit may backstab, inflicting double damage by creeping around behind that enemy. Spirits have very unusual resistances to damage, and move quite slowly over open water. This unit is able to hide at night, leaving no trace of its presence. This unit’s skill at skirmishing allows it to ignore enemies’ zones of control and thus move unhindered around them.",https://units.wesnoth.org/1.14/mainline/en_US/Shadow.html,218
"nightstalk,skirmisher",shadow,‒,chaotic,52,35,nightgaunt,3,7,150,"The purpose of the masks that these creatures wear is unknown, as is the countenance that they obscure. These terrible forms are rarely seen by the living, and those who live to speak of them had no leisure to study their foe.
Special Notes: If there is an enemy of the target on the opposite side of the target while attacking it, this unit may backstab, inflicting double damage by creeping around behind that enemy. Spirits have very unusual resistances to damage, and move quite slowly over open water. This unit is able to hide at night, leaving no trace of its presence. This unit’s skill at skirmishing allows it to ignore enemies’ zones of control and thus move unhindered around them.",https://units.wesnoth.org/1.14/mainline/en_US/Nightgaunt.html,219
‒,ghost,spectre,chaotic,38,25,wraith,2,7,100,"These shades of what were once warriors are among the most terrifying things a necromancer can create, for a sword will cleave right through them as if through air, seemingly without doing harm. It is the thought that these foes are invincible which is so frightening, a notion that is fortunately far from the truth.
Special Notes: During battle, this unit can drain life from victims to renew its own health. Spirits have very unusual resistances to damage, and move quite slowly over open water. This unit’s arcane attack deals tremendous damage to magical creatures, and even some to mundane creatures.",https://units.wesnoth.org/1.14/mainline/en_US/Wraith.html,220
‒,wraith,‒,chaotic,52,33,spectre,3,7,150,"Sometimes called the ‘hollow men’, spectres form the right arm of their masters’ powers. They are an unholy terror to the living, for they are quite as deadly as their appearance suggests.
The creation of these is itself no mean feat, but the real danger in encountering one is that it is likely only the harbinger of a much more dangerous force that will follow in its wake.
Special Notes: During battle, this unit can drain life from victims to renew its own health. Spirits have very unusual resistances to damage, and move quite slowly over open water. This unit’s arcane attack deals tremendous damage to magical creatures, and even some to mundane creatures.",https://units.wesnoth.org/1.14/mainline/en_US/Spectre.html,221
‒,‒,necrophage,chaotic,16,33,ghoul,1,5,35,"Only the more perverse and sadistic of necromancers know what must be done to turn a person into a ghoul, and it is a secret they are not telling. The result, however, is all too well known; it is a beast that knows nothing of its days as a human being, a creature that shambles about as naked as the day it was born, and gorges itself on the flesh of the dead.
It is because of such things that necromancy is condemned with an almost primal hatred in all civilized lands.
Special Notes: The victims of this unit’s poison will continually take damage until they can be cured in town or by a unit which cures.",https://units.wesnoth.org/1.14/mainline/en_US/Ghoul.html,222
feeding,ghoul,ghast,chaotic,27,47,necrophage,2,5,120,"The necrophage, or ‘devourer of the dead’, is a monstrous, corpulent thing, which bears only a crude resemblance to a man. They appear to be quite rotten in spite of their ability to move; they are rife with disease and poisons of the blood, and have a stench to match. But the most revolting fact about these fratures, apparent only to those who can perceive the traces of foul magic on them, is that they were somehow made from living men — a process about which almost nothing is known, but which can be nothing but nightmarish.
Special Notes: The victims of this unit’s poison will continually take damage until they can be cured in town or by a unit which cures. This unit gains 1 hitpoint added to its maximum whenever it kills a living unit.",https://units.wesnoth.org/1.14/mainline/en_US/Necrophage.html,223
feeding,necrophage,‒,chaotic,43,65,ghast,3,5,150,"The ghast is a creature taken from humankind’s most primal nightmares. Unlike their lesser cousins, ghouls and necrophages, ghasts are not patient enough to wait for their victim to die from poison before consuming the body. They attack directly with their enormous mouths, trying to rip the flesh straight from their foes. Once their enemy is defeated, they eat the rest of the body, gaining strength in the process.
Special Notes: The victims of this unit’s poison will continually take damage until they can be cured in town or by a unit which cures. This unit gains 1 hitpoint added to its maximum whenever it kills a living unit.",https://units.wesnoth.org/1.14/mainline/en_US/Ghast.html,224
‒,‒,‒,chaotic,100,86,skeletal_dragon,4,5,200,"Long ago one of the mightiest living creatures, the feared Dragon has become only bones and dark sinew. Long after its death, it was raised through the dark powers of necromancy, which it now serves. The Skeletal Dragon may look like nothing more than a pile of bones, but few people who thought that way lived long enough to change their minds.
Special Notes: During battle, this unit can drain life from victims to renew its own health.",https://units.wesnoth.org/1.14/mainline/en_US/Skeletal%20Dragon.html,225
submerge,‒,"revenant,deathblade",chaotic,15,34,skeleton,1,5,35,"Skeletons are warriors who have been slain in battle and brought back by dark magics. Nearly mindless, and unwavering in their purpose, they fear neither pain, nor death, and their mere presence will often frighten away any who would challenge their master.
Special Notes: This unit can move unseen in deep water, requiring no air from the surface.",https://units.wesnoth.org/1.14/mainline/en_US/Skeleton.html,226
submerge,skeleton,‒,chaotic,28,39,deathblade,2,6,100,"In life, the abominations known as ‘Deathblades’ were masters of combat, soldiers who were both lithe and deadly. Their new masters, recognizing this, outfit them to match the skills they once had. Though frail, these monsters are much faster than the rest of their kind, both on foot and with their blades.
Special Notes: This unit can move unseen in deep water, requiring no air from the surface.",https://units.wesnoth.org/1.14/mainline/en_US/Deathblade.html,227
submerge,skeleton,draug,chaotic,28,47,revenant,2,5,85,"Given false life to do battle once more, the creatures known as Revenants were clearly great warriors in their time, though the memory of that time is almost wholly lost to their undead selves. Even the sorcerers who raised them can only speculate on their past. Such questions aside, a Revenant is a powerful tool in combat: a fearless warrior that feels no pain and will fight to the bitter end.
Special Notes: This unit can move unseen in deep water, requiring no air from the surface.",https://units.wesnoth.org/1.14/mainline/en_US/Revenant.html,228
submerge,revenant,‒,chaotic,47,68,draug,3,5,150,"There is little left, in these towering ruins, of the men they once were. Warriors at heart, they are now lost in the dream of unlife; wandering through the battles of their memory and fighting desperately for release, for a peace bought only by strength of arms. And so they struggle; both unthinking, and unrelenting.
Special Notes: This unit can move unseen in deep water, requiring no air from the surface.",https://units.wesnoth.org/1.14/mainline/en_US/Draug.html,229
submerge,‒,bone_shooter,chaotic,14,31,skeleton_archer,1,5,35,"A skeleton archer is little different from the ‘skeletons’ which often accompany it — it is a sin against nature, a warrior raised from the dead to fight once again. In their masters’ hands, these soldiers will do anything to achieve the tasks laid before them, for death holds no fear for one who is already dead.
Special Notes: This unit can move unseen in deep water, requiring no air from the surface.",https://units.wesnoth.org/1.14/mainline/en_US/Skeleton%20Archer.html,230
submerge,skeleton_archer,banebow,chaotic,26,40,bone_shooter,2,5,80,"Of a dark sorcerer’s creations, some take more strongly to the false life given them. The potency of their un-life is given equipment to match; archers, in particular, are often outfitted with a truly vile arsenal. Their quivers are filled with shafts made not of wood, but of the bones of their victims. It follows that they are dubbed simply ‘Bone-Shooters’ by their unfortunate enemies.
Special Notes: This unit can move unseen in deep water, requiring no air from the surface.",https://units.wesnoth.org/1.14/mainline/en_US/Bone%20Shooter.html,231
submerge,bone_shooter,‒,chaotic,41,50,banebow,3,5,150,"The most powerful of the undead archers invariably end up being those who were themselves archers in their previous life. They wander the fields of battle, guided by the fading memory of their former skill, neither knowing, nor caring what their purpose or foes might be. They are driven only by a malice born of their empty and tortured existence.
Special Notes: This unit can move unseen in deep water, requiring no air from the surface.",https://units.wesnoth.org/1.14/mainline/en_US/Banebow.html,232
‒,‒,soulless,chaotic,8,18,walking_corpse,0,4,24,"Walking Corpses are the bodies of the dead, re-animated by dark magic. Though not especially dangerous to a trained soldier, the sight of one’s former comrades amongst their number is frightening to say the least.
Special Notes: Foes who lose their life to the plague will rise again in unlife, unless they are standing on a village.",https://units.wesnoth.org/1.14/mainline/en_US/Walking%20Corpse.html,233
‒,walking_corpse,‒,chaotic,13,28,soulless,1,4,50,"The technique of animating a dead body is unfortunately well-known in the dark arts; practitioners often use it to raise servants and soldiers from unwilling corpses. These shamblers are often numerous, but fragile; a touch of combat can waken them, though, making them far more formidable.
Special Notes: Foes who lose their life to the plague will rise again in unlife, unless they are standing on a village.",https://units.wesnoth.org/1.14/mainline/en_US/Soulless.html,234
